id,total_incoming_val,total_outgoing_val,trans_count,is_fraud_node,node_type,avg_trans_val
C8743455997,657570.7902294234,646809.8277399178,2.0,1,Mule,652190.3089846706
C425555271,0.0,769617.47,1.0,0,User,769617.47
C975803170,0.0,78418.29,1.0,0,User,78418.29
C1039886956,601453.7799999999,0.0,3.0,1,Mule,200484.5933333333
C803907180,0.0,230150.04,1.0,0,User,230150.04
C326001014,0.0,239310.48,1.0,0,User,239310.48
C957696202,0.0,127974.08,1.0,0,User,127974.08
C1383084965,0.0,92802.34,1.0,0,User,92802.34
C533125295,0.0,1437291.89,1.0,1,Mule,1437291.89
C1585001263,0.0,105964.08,1.0,0,User,105964.08
C32950651,0.0,79749.83,1.0,0,User,79749.83
C564539602,0.0,8116.53,1.0,1,Mule,8116.53
C731519324,0.0,45847.62,1.0,0,User,45847.62
C1732777090,0.0,32872.0,1.0,1,Mule,32872.0
C1817457471,0.0,16080.03,1.0,0,User,16080.03
C870356100,0.0,342120.59,1.0,1,Mule,342120.59
C1749341406,0.0,912117.82,1.0,1,Mule,912117.82
C8584119389,568861.9211812345,0.0,1.0,1,Mule,568861.9211812345
C782100736,0.0,133998.39,1.0,0,User,133998.39
C2048628316,0.0,236514.49,1.0,0,User,236514.49
C1514524687,0.0,102780.39,1.0,0,User,102780.39
C979925906,138683.87,0.0,2.0,1,Mule,69341.935
C5519738002,493654.93391132355,474258.6761919259,2.0,1,Mule,483956.8050516247
C1608997043,351843.08,0.0,1.0,1,Mule,351843.08
C1624701051,0.0,4276.42,1.0,0,User,4276.42
C106536049,0.0,462215.44,1.0,0,User,462215.44
C2137638552,0.0,45978.8,1.0,0,User,45978.8
C2040450460,0.0,215299.28,1.0,1,Mule,215299.28
C590920487,1302138.97,0.0,5.0,1,Mule,260427.794
C1065417674,0.0,63210.73,1.0,0,User,63210.73
C340466814,0.0,258002.81,1.0,0,User,258002.81
C1470734212,353090.95,0.0,1.0,1,Mule,353090.95
C63391267,0.0,6029387.26,1.0,1,Mule,6029387.26
C1518207841,0.0,103716.0,1.0,0,User,103716.0
C733009583,0.0,39936.24,1.0,0,User,39936.24
C528739527,253759.94999999998,0.0,2.0,1,Mule,126879.97499999999
C1590929117,0.0,263746.11,1.0,0,User,263746.11
C761285490,0.0,289677.06,1.0,0,User,289677.06
C1731603854,0.0,35282.54,1.0,0,User,35282.54
C5798644,0.0,15897.02,1.0,0,User,15897.02
C1007799922,889.76,0.0,1.0,1,Mule,889.76
C1486072502,0.0,89877.17,1.0,0,User,89877.17
C1055277506,0.0,3292902.54,1.0,0,User,3292902.54
C618069469,0.0,201172.5,1.0,0,User,201172.5
C1338993334,0.0,31708.18,1.0,0,User,31708.18
C1033125709,0.0,145369.51,1.0,0,User,145369.51
C2141365691,0.0,38735.88,1.0,0,User,38735.88
C1030431823,0.0,262648.97,1.0,0,User,262648.97
C2025557072,0.0,87411.31,1.0,0,User,87411.31
C754066140,0.0,48778.48,1.0,0,User,48778.48
C1045525344,0.0,71552.4,1.0,0,User,71552.4
C919817776,0.0,61525.13,1.0,0,User,61525.13
C175222097,0.0,2284476.12,1.0,1,Mule,2284476.12
C935392695,0.0,155185.47,1.0,0,User,155185.47
C1811092030,0.0,171651.7,1.0,1,Mule,171651.7
C743323469,0.0,32182.37,1.0,0,User,32182.37
C1898511999,0.0,433881.42,1.0,0,User,433881.42
C313871490,2622599.01,0.0,12.0,1,Mule,218549.91749999998
C1783488619,0.0,76748.06,1.0,0,User,76748.06
C1336313518,0.0,248865.0,1.0,0,User,248865.0
C47220479,0.0,20225.17,1.0,1,Mule,20225.17
C499247685,0.0,3866.46,1.0,0,User,3866.46
C769463348,0.0,147092.76,1.0,0,User,147092.76
C1737654736,0.0,84850.11,1.0,0,User,84850.11
C1018888950,0.0,139798.92,1.0,0,User,139798.92
C1823862888,0.0,69605.05,1.0,0,User,69605.05
C2046985152,0.0,281439.26,1.0,1,Mule,281439.26
C1226291935,0.0,61486.95,1.0,0,User,61486.95
C1968304480,0.0,51446.98,1.0,0,User,51446.98
C892119663,0.0,674771.92,1.0,0,User,674771.92
C1587218340,0.0,164097.71,1.0,0,User,164097.71
C727663497,0.0,257478.59,1.0,0,User,257478.59
C1231979162,0.0,87137.71,1.0,0,User,87137.71
C347495356,0.0,104546.11,1.0,0,User,104546.11
C1639064393,0.0,229175.13,1.0,0,User,229175.13
C1086419199,0.0,188218.61,1.0,0,User,188218.61
C2114206205,0.0,142570.58,1.0,0,User,142570.58
C1335094221,0.0,74995.22,1.0,0,User,74995.22
C1377923825,0.0,227960.48,1.0,0,User,227960.48
C1087566727,3889008.92,0.0,12.0,1,Mule,324084.07666666666
C491245703,0.0,242629.94,1.0,0,User,242629.94
C630928886,0.0,27188.05,1.0,0,User,27188.05
C1106318439,0.0,270316.65,1.0,0,User,270316.65
C272489892,0.0,186566.52,1.0,0,User,186566.52
C1022833230,0.0,114756.44,1.0,0,User,114756.44
C1163700291,0.0,168455.76,1.0,1,Mule,168455.76
C1191767795,0.0,394433.62,1.0,0,User,394433.62
C949980051,0.0,32521.24,1.0,1,Mule,32521.24
C1301961209,55539.89,0.0,1.0,1,Mule,55539.89
C1243141090,0.0,434.99,1.0,0,User,434.99
C9315685994,248851.5277268767,243251.35191186622,2.0,1,Mule,246051.43981937144
C43318044,0.0,260806.21,1.0,0,User,260806.21
C821434845,0.0,474160.07,1.0,0,User,474160.07
C1069628205,0.0,17830.6,1.0,0,User,17830.6
C1395434489,0.0,916460.49,1.0,0,User,916460.49
C1587006115,0.0,230204.96,1.0,1,Mule,230204.96
C1759032327,0.0,152913.71,1.0,0,User,152913.71
C714177004,9421856.87,0.0,1.0,1,Mule,9421856.87
C3126663182,827328.7611650081,787826.1257977078,2.0,1,Mule,807577.443481358
C1752213734,0.0,91620.87,1.0,0,User,91620.87
C191674614,6417789.09,0.0,1.0,1,Mule,6417789.09
C869780206,0.0,489767.32,1.0,1,Mule,489767.32
C1342008011,0.0,301651.73,1.0,0,User,301651.73
C1760759440,0.0,355709.28,1.0,0,User,355709.28
C1902047933,0.0,363147.59,1.0,0,User,363147.59
C1656932142,0.0,17892.03,1.0,0,User,17892.03
C5569388538,706057.0,690757.4187372156,2.0,1,Mule,698407.2093686077
C374837876,0.0,3707342.38,1.0,1,Mule,3707342.38
C997957894,0.0,283339.16,1.0,0,User,283339.16
C397506007,0.0,759257.55,1.0,1,Mule,759257.55
C1794146784,4814.69,0.0,1.0,1,Mule,4814.69
C586305515,0.0,60970.4,1.0,0,User,60970.4
C1061805919,0.0,174923.28,1.0,1,Mule,174923.28
C1911152790,0.0,176980.09,1.0,0,User,176980.09
C671195185,0.0,342988.79,1.0,1,Mule,342988.79
C1013079402,0.0,365951.68,1.0,0,User,365951.68
C1052432209,0.0,47929.26,1.0,0,User,47929.26
C1452077867,0.0,229629.89,1.0,0,User,229629.89
C876514850,0.0,573932.16,1.0,0,User,573932.16
C1823042782,0.0,60467.57,1.0,0,User,60467.57
C1747471699,0.0,90588.86,1.0,0,User,90588.86
C974221574,2566751.33,0.0,17.0,1,Mule,150985.3723529412
C405741195,0.0,167283.66,1.0,0,User,167283.66
C1755470400,0.0,106405.46,1.0,0,User,106405.46
C1783092125,432958.83,0.0,1.0,1,Mule,432958.83
C501735241,0.0,17671.24,1.0,0,User,17671.24
C1231207403,0.0,219816.99,1.0,0,User,219816.99
C7023343430,441198.65057417256,0.0,1.0,1,Mule,441198.65057417256
C366677925,0.0,592615.53,1.0,1,Mule,592615.53
C819849169,0.0,203848.61,1.0,1,Mule,203848.61
C6442920386,581204.4500689015,558287.6386519595,2.0,1,Mule,569746.0443604304
C1976228789,0.0,98928.86,1.0,0,User,98928.86
C1724459482,0.0,28596.17,1.0,0,User,28596.17
C1073714720,0.0,65961.37,1.0,0,User,65961.37
C1967340377,0.0,418174.66,1.0,0,User,418174.66
C1691263360,0.0,413262.48,1.0,0,User,413262.48
C1712280078,0.0,8536151.16,1.0,1,Mule,8536151.16
C906325227,8582020.59,0.0,16.0,1,Mule,536376.286875
C870151475,0.0,172240.31,1.0,0,User,172240.31
C1033165657,0.0,742447.99,1.0,0,User,742447.99
C1782100943,2348066.59,0.0,8.0,1,Mule,293508.32375
C877413231,0.0,105919.83,1.0,0,User,105919.83
C2887977659,456973.7175313194,436795.790005155,2.0,1,Mule,446884.7537682372
C2102646541,3714261.11,0.0,2.0,1,Mule,1857130.555
C1932525546,0.0,20669.32,1.0,0,User,20669.32
C1258193111,1351132.93,0.0,3.0,1,Mule,450377.6433333333
C1590641452,0.0,250141.18,1.0,0,User,250141.18
C1032919649,0.0,338638.05,1.0,0,User,338638.05
C642373224,0.0,37133.63,1.0,1,Mule,37133.63
C1999500750,0.0,56260.18,1.0,0,User,56260.18
C996622405,0.0,1725464.3,1.0,0,User,1725464.3
C260924551,0.0,174740.24,1.0,0,User,174740.24
C1251609442,2370962.77,0.0,11.0,1,Mule,215542.07
C1277913899,0.0,220830.2,1.0,0,User,220830.2
C567898668,614143.5,0.0,5.0,1,Mule,122828.7
C23801397,0.0,315712.36,1.0,1,Mule,315712.36
C943844631,371005.33,0.0,3.0,1,Mule,123668.44333333334
C65570004,0.0,92252.66,1.0,0,User,92252.66
C592749527,0.0,227098.13,1.0,0,User,227098.13
C811225178,0.0,178156.34,1.0,0,User,178156.34
C1712343174,0.0,308482.05,1.0,0,User,308482.05
C1051106607,2558.0,0.0,1.0,0,User,2558.0
C981578814,0.0,362837.15,1.0,1,Mule,362837.15
C1562849867,0.0,112416.8,1.0,0,User,112416.8
C47972411,0.0,10000000.0,1.0,1,Mule,10000000.0
C171655471,0.0,311487.14,1.0,1,Mule,311487.14
C1675334581,0.0,259360.03,1.0,0,User,259360.03
C1705554584,0.0,99113.35,1.0,0,User,99113.35
C1332891587,0.0,105602.01,1.0,0,User,105602.01
C970308517,0.0,369878.08,1.0,0,User,369878.08
C1863155567,0.0,455282.14,1.0,0,User,455282.14
C1776476813,0.0,116952.12,1.0,0,User,116952.12
C1709413116,180110.22,0.0,1.0,1,Mule,180110.22
C1238284119,0.0,63466.01,1.0,0,User,63466.01
C2052098953,0.0,88120.24,1.0,0,User,88120.24
C2110077184,0.0,166222.25,1.0,0,User,166222.25
C235268001,0.0,362822.19,1.0,0,User,362822.19
C1171721974,0.0,147769.42,1.0,0,User,147769.42
C470633324,0.0,62158.88,1.0,0,User,62158.88
C1975329762,5013307.59,0.0,14.0,1,Mule,358093.39928571426
C1569560680,0.0,465751.89,1.0,0,User,465751.89
C882343637,0.0,95672.4,1.0,0,User,95672.4
C1638824927,0.0,156822.51,1.0,0,User,156822.51
C1368526153,0.0,256475.73,1.0,0,User,256475.73
C194812680,0.0,394442.39,1.0,0,User,394442.39
C143653184,1017016.67,0.0,1.0,1,Mule,1017016.67
C1102600880,2145738.58,0.0,13.0,1,Mule,165056.81384615385
C747868713,0.0,147662.39,1.0,0,User,147662.39
C713679353,0.0,716509.98,1.0,0,User,716509.98
C1815259772,0.0,102183.12,1.0,0,User,102183.12
C12655019,0.0,14583.94,1.0,0,User,14583.94
C770881464,0.0,216369.79,1.0,0,User,216369.79
C109341526,0.0,179402.23,1.0,0,User,179402.23
C4292871603,890646.4014968295,853840.1200554704,2.0,1,Mule,872243.2607761499
C269171617,0.0,159785.19,1.0,0,User,159785.19
C761292593,0.0,1443893.44,1.0,0,User,1443893.44
C996767116,0.0,26699.26,1.0,0,User,26699.26
C959463249,0.0,45758.71,1.0,1,Mule,45758.71
C2108776492,0.0,183034.71,1.0,0,User,183034.71
C471591122,0.0,2392.08,1.0,0,User,2392.08
C1831157497,0.0,260567.7,1.0,0,User,260567.7
C755951598,0.0,240066.22,1.0,0,User,240066.22
C1094225384,1364250.35,0.0,2.0,1,Mule,682125.175
C1377263631,0.0,218041.03,1.0,0,User,218041.03
C839316822,10032007.31,0.0,2.0,1,Mule,5016003.655
C39195818,0.0,5052211.09,1.0,1,Mule,5052211.09
C1148812446,0.0,621718.26,1.0,0,User,621718.26
C583982345,0.0,54353.14,1.0,0,User,54353.14
C2145469742,0.0,348183.7,1.0,0,User,348183.7
C140060914,0.0,388006.23,1.0,0,User,388006.23
C1829363360,0.0,1742012.06,1.0,1,Mule,1742012.06
C1934248621,0.0,92356.16,1.0,0,User,92356.16
C823408084,0.0,231742.67,1.0,0,User,231742.67
C1444326400,0.0,616609.02,1.0,0,User,616609.02
C2039186549,0.0,115085.31,1.0,1,Mule,115085.31
C713783990,461442.52,0.0,1.0,1,Mule,461442.52
C551632484,0.0,363400.55,1.0,0,User,363400.55
C583169376,0.0,157450.73,1.0,0,User,157450.73
C599318565,2360965.74,0.0,1.0,1,Mule,2360965.74
C353769887,0.0,191427.4,1.0,1,Mule,191427.4
C257484765,0.0,54744.88,1.0,0,User,54744.88
C1318458463,0.0,374473.23,1.0,0,User,374473.23
C2057844869,0.0,46087.14,1.0,0,User,46087.14
C1971089058,0.0,117038.52,1.0,0,User,117038.52
C644172514,0.0,98685.14,1.0,0,User,98685.14
C526945673,2510850.96,0.0,4.0,1,Mule,627712.74
C4838413928,684312.3940556938,676386.7690744151,2.0,1,Mule,680349.5815650544
C1846124098,0.0,393399.19,1.0,0,User,393399.19
C1305441500,0.0,2554755.63,1.0,0,User,2554755.63
C1280541188,0.0,124627.89,1.0,0,User,124627.89
C1818578637,130288.51999999999,0.0,2.0,1,Mule,65144.259999999995
C141114824,0.0,886476.32,1.0,0,User,886476.32
C438663785,0.0,46159.49,1.0,0,User,46159.49
C1020899390,0.0,644391.61,1.0,0,User,644391.61
C1347066033,0.0,211267.38,1.0,0,User,211267.38
C1908145073,0.0,300790.33,1.0,0,User,300790.33
C1014607540,0.0,273720.53,1.0,0,User,273720.53
C1961609893,0.0,59844.06,1.0,0,User,59844.06
C849581817,0.0,981245.26,1.0,0,User,981245.26
C18650773,4529.65,0.0,1.0,1,Mule,4529.65
C1730799146,0.0,98647.92,1.0,0,User,98647.92
C1933961687,0.0,42291.77,1.0,0,User,42291.77
C848712901,0.0,122243.19,1.0,0,User,122243.19
C1552975655,0.0,103531.48,1.0,0,User,103531.48
C247604872,0.0,175535.64,1.0,0,User,175535.64
C1624571789,0.0,47803.88,1.0,0,User,47803.88
C131629865,0.0,113216.6,1.0,0,User,113216.6
C1515826478,0.0,249904.07,1.0,0,User,249904.07
C1469541574,4273929.42,0.0,12.0,1,Mule,356160.785
C1857478056,0.0,247870.02,1.0,0,User,247870.02
C1555917557,0.0,97804.56,1.0,0,User,97804.56
C1238777492,0.0,13659.45,1.0,1,Mule,13659.45
C2067545310,0.0,2165622.2,1.0,0,User,2165622.2
C845242819,0.0,8845.9,1.0,0,User,8845.9
C211513444,0.0,230987.79,1.0,0,User,230987.79
C369885554,0.0,291733.66,1.0,0,User,291733.66
C13539331,0.0,5820137.62,1.0,1,Mule,5820137.62
C255263291,0.0,2100951.58,1.0,1,Mule,2100951.58
C728403412,0.0,137526.05,1.0,0,User,137526.05
C397250562,0.0,27930.6,1.0,0,User,27930.6
C7163874445,578576.0,571418.2785012868,2.0,1,Mule,574997.1392506433
C1128183806,0.0,132206.34,1.0,0,User,132206.34
C153820103,0.0,742973.53,1.0,1,Mule,742973.53
C405489983,24366.07,0.0,1.0,1,Mule,24366.07
C640509266,0.0,74098.39,1.0,0,User,74098.39
C1435733286,0.0,304472.46,1.0,1,Mule,304472.46
C205169284,0.0,304750.89,1.0,0,User,304750.89
C471907951,0.0,146907.16,1.0,0,User,146907.16
C904537722,0.0,105377.32,1.0,0,User,105377.32
C803842338,0.0,305291.96,1.0,0,User,305291.96
C8803920134,681940.8710017028,664596.1952753053,3.0,1,Mule,448845.68875900266
C786023265,0.0,168336.29,1.0,0,User,168336.29
C896720879,0.0,9060955.18,1.0,1,Mule,9060955.18
C738020926,0.0,202952.03,1.0,1,Mule,202952.03
C944432695,0.0,1735525.5,1.0,1,Mule,1735525.5
C1855100170,0.0,155930.01,1.0,0,User,155930.01
C616477106,0.0,9228514.1,1.0,1,Mule,9228514.1
C445994670,0.0,1842163.57,1.0,1,Mule,1842163.57
C1461492607,3863396.06,0.0,14.0,1,Mule,275956.86142857146
C3029667,3932365.06,0.0,15.0,1,Mule,262157.67066666664
C770322601,0.0,17657.46,1.0,0,User,17657.46
C1518001557,131050.76,0.0,1.0,1,Mule,131050.76
C391484539,0.0,29096.3,1.0,0,User,29096.3
C401781842,0.0,102172.79,1.0,0,User,102172.79
C255214104,512922.65,0.0,1.0,1,Mule,512922.65
C301274653,0.0,676023.16,1.0,0,User,676023.16
C1674281831,0.0,3752520.6,1.0,1,Mule,3752520.6
C343552990,0.0,241545.99,1.0,0,User,241545.99
C1023452011,0.0,169344.81,1.0,0,User,169344.81
C122340101,0.0,10000000.0,1.0,1,Mule,10000000.0
C1335045343,0.0,47847.65,1.0,0,User,47847.65
C485734672,0.0,81812.67,1.0,0,User,81812.67
C1946400298,0.0,355909.21,1.0,1,Mule,355909.21
C151767337,58050.78,0.0,1.0,1,Mule,58050.78
C1200398807,0.0,245310.36,1.0,0,User,245310.36
C2032352768,0.0,62023.13,1.0,0,User,62023.13
C1788883937,0.0,95045.82,1.0,0,User,95045.82
C1160103594,0.0,100959.81,1.0,0,User,100959.81
C908773743,0.0,12651.59,1.0,0,User,12651.59
C684925403,0.0,2232257.71,1.0,1,Mule,2232257.71
C1757210539,0.0,120214.74,1.0,1,Mule,120214.74
C1293936707,0.0,432544.68,1.0,1,Mule,432544.68
C492529807,0.0,3733104.07,1.0,1,Mule,3733104.07
C1474995256,0.0,1386194.69,1.0,0,User,1386194.69
C1562885169,0.0,372012.02,1.0,0,User,372012.02
C1446413189,0.0,295664.18,1.0,1,Mule,295664.18
C1512964550,0.0,1034.86,1.0,0,User,1034.86
C1338893488,0.0,44329.55,1.0,0,User,44329.55
C2144474125,0.0,3947541.37,1.0,1,Mule,3947541.37
C949810333,0.0,7379.42,1.0,0,User,7379.42
C2139985754,0.0,226154.49,1.0,0,User,226154.49
C2096095305,0.0,396554.95,1.0,0,User,396554.95
C1525094523,0.0,218169.34,1.0,0,User,218169.34
C1411182949,0.0,73179.24,1.0,0,User,73179.24
C2021932305,2291498.65,0.0,1.0,1,Mule,2291498.65
C2137280435,0.0,27376.57,1.0,0,User,27376.57
C468617523,0.0,51133.45,1.0,0,User,51133.45
C1197927251,0.0,96492.67,1.0,0,User,96492.67
C7943803615,814610.3401746996,777053.1940941343,3.0,1,Mule,530554.5114229446
C967631999,0.0,133032.8,1.0,0,User,133032.8
C280460099,0.0,269722.42,1.0,1,Mule,269722.42
C1247616366,0.0,137563.98,1.0,0,User,137563.98
C1424189767,0.0,313582.23,1.0,0,User,313582.23
C172453788,0.0,107246.03,1.0,1,Mule,107246.03
C1680241779,1556708.4,0.0,7.0,1,Mule,222386.91428571427
C1081794139,0.0,357237.6,1.0,0,User,357237.6
C800760258,2168.0,0.0,1.0,0,User,2168.0
C1950926446,0.0,87633.62,1.0,0,User,87633.62
C2069881642,0.0,33629.41,1.0,0,User,33629.41
C1725432710,0.0,102321.71,1.0,0,User,102321.71
C1413611145,0.0,640217.8,1.0,0,User,640217.8
C2044603267,0.0,262134.73,1.0,0,User,262134.73
C1878954477,0.0,1086227.44,1.0,1,Mule,1086227.44
C1647823621,0.0,626040.98,1.0,0,User,626040.98
C1761167456,0.0,140103.29,1.0,0,User,140103.29
C1205722313,0.0,288872.12,1.0,0,User,288872.12
C627401639,0.0,299182.54,1.0,0,User,299182.54
C335271811,10000000.0,0.0,1.0,1,Mule,10000000.0
C875460350,290491.12,0.0,1.0,1,Mule,290491.12
C1046618860,766257.55,0.0,1.0,1,Mule,766257.55
C1093239054,0.0,157327.03,1.0,0,User,157327.03
C427464726,0.0,247936.35,1.0,0,User,247936.35
C1769676434,0.0,245255.53,1.0,0,User,245255.53
C1480465445,0.0,224661.54,1.0,1,Mule,224661.54
C406914007,0.0,194795.04,1.0,0,User,194795.04
C1489201362,0.0,208773.96,1.0,0,User,208773.96
C1519845212,4741472.51,0.0,16.0,1,Mule,296342.031875
C780587384,0.0,8950011.46,1.0,1,Mule,8950011.46
C364360674,0.0,82931.42,1.0,0,User,82931.42
C876052926,0.0,362668.27,1.0,0,User,362668.27
C205447867,0.0,99793.9,1.0,1,Mule,99793.9
C1048401507,0.0,267898.84,1.0,0,User,267898.84
C830140604,0.0,40809.18,1.0,0,User,40809.18
C1380646107,0.0,108917.8,1.0,0,User,108917.8
C2120940829,0.0,57734.59,1.0,1,Mule,57734.59
C2101152785,0.0,170466.71,1.0,0,User,170466.71
C2045382100,0.0,82267.17,1.0,0,User,82267.17
C772067797,3226716.6999999997,0.0,10.0,1,Mule,322671.67
C787438846,0.0,298384.21,1.0,1,Mule,298384.21
C182751016,0.0,114587.46,1.0,0,User,114587.46
C234007826,0.0,863548.7,1.0,0,User,863548.7
C823225195,0.0,19140.02,1.0,0,User,19140.02
C620126293,0.0,2077.88,1.0,0,User,2077.88
C80183609,0.0,829645.3,1.0,1,Mule,829645.3
C1061713544,0.0,656851.32,1.0,0,User,656851.32
C2030871943,0.0,389823.03,1.0,0,User,389823.03
C1358008082,0.0,3066.45,1.0,0,User,3066.45
C1551381510,0.0,10000000.0,1.0,1,Mule,10000000.0
C191760215,0.0,174696.48,1.0,0,User,174696.48
C1750763630,0.0,639991.03,1.0,1,Mule,639991.03
C1666144703,0.0,3399575.93,1.0,1,Mule,3399575.93
C4347362,12153424.709999999,0.0,18.0,1,Mule,675190.2616666666
C621104414,0.0,129912.3,1.0,0,User,129912.3
C279302918,0.0,353342.62,1.0,0,User,353342.62
C1810052579,0.0,102900.84,1.0,0,User,102900.84
C1943218565,998671.9299999999,0.0,7.0,1,Mule,142667.41857142857
C242040834,0.0,138690.87,1.0,0,User,138690.87
C2134320191,0.0,154522.05,1.0,0,User,154522.05
C664580487,634529.46,0.0,2.0,1,Mule,317264.73
C1567150076,0.0,119809.59,1.0,0,User,119809.59
C1761330602,0.0,209216.96,1.0,0,User,209216.96
C1478136080,0.0,71588.64,1.0,0,User,71588.64
C701761965,2761552.33,0.0,14.0,1,Mule,197253.73785714287
C1246378890,0.0,170566.27,1.0,0,User,170566.27
C492308077,1705069.36,0.0,11.0,1,Mule,155006.30545454545
C1667587299,0.0,513374.79,1.0,0,User,513374.79
C1426037157,0.0,224105.83,1.0,0,User,224105.83
C1595458981,10200322.09,0.0,2.0,1,Mule,5100161.045
C1977482177,925.0,0.0,1.0,0,User,925.0
C810210249,0.0,180426.99,1.0,0,User,180426.99
C1339025726,0.0,288500.44,1.0,0,User,288500.44
C2094191089,0.0,75902.52,1.0,0,User,75902.52
C858291954,13473542.41,0.0,15.0,1,Mule,898236.1606666667
C418637698,502438.14999999997,0.0,2.0,1,Mule,251219.07499999998
C1664723459,0.0,4483868.79,1.0,1,Mule,4483868.79
C755656980,0.0,503620.99,1.0,1,Mule,503620.99
C1951114666,0.0,62136.31,1.0,0,User,62136.31
C1290764514,695815.45,0.0,5.0,1,Mule,139163.09
C161250720,0.0,155926.42,1.0,1,Mule,155926.42
C997146902,3095334.63,0.0,15.0,1,Mule,206355.642
C418880227,0.0,114532.07,1.0,0,User,114532.07
C1424396112,0.0,420270.22,1.0,1,Mule,420270.22
C68600470,0.0,253203.73,1.0,0,User,253203.73
C858430368,0.0,106178.63,1.0,0,User,106178.63
C1622945931,0.0,381018.8,1.0,0,User,381018.8
C882454107,0.0,195469.52,1.0,0,User,195469.52
C1939914504,0.0,1108140.19,1.0,1,Mule,1108140.19
C825722694,1895158.63,0.0,1.0,1,Mule,1895158.63
C1969723986,3736614.46,0.0,12.0,1,Mule,311384.53833333333
C376454889,0.0,4177467.46,1.0,1,Mule,4177467.46
C587377409,2451.0,0.0,1.0,0,User,2451.0
C858077456,0.0,147817.77,1.0,0,User,147817.77
C5123179501,429586.0559971674,412403.7846725413,2.0,1,Mule,420994.9203348544
C384085180,0.0,138655.38,1.0,0,User,138655.38
C1780528185,0.0,5841.5,1.0,0,User,5841.5
C719214428,0.0,130303.25,1.0,0,User,130303.25
C741974692,0.0,134897.8,1.0,0,User,134897.8
C1005690572,0.0,166632.18,1.0,0,User,166632.18
C1462685350,0.0,10209.15,1.0,0,User,10209.15
C1235017136,0.0,81399.01,1.0,0,User,81399.01
C598595451,0.0,209209.23,1.0,0,User,209209.23
C1021806883,0.0,1503034.86,1.0,1,Mule,1503034.86
C280153167,0.0,2007038.67,1.0,0,User,2007038.67
C932830859,0.0,169327.55,1.0,0,User,169327.55
C656374175,0.0,13808.57,1.0,0,User,13808.57
C432983336,0.0,116945.03,1.0,0,User,116945.03
C1702286599,0.0,51183.25,1.0,1,Mule,51183.25
C1430385000,0.0,462931.0,1.0,0,User,462931.0
C186415467,0.0,44745.86,1.0,0,User,44745.86
C1503615568,0.0,154986.45,1.0,0,User,154986.45
C1796523361,0.0,69291.16,1.0,0,User,69291.16
C1704168344,2331777.94,0.0,1.0,1,Mule,2331777.94
C513943800,0.0,17983.66,1.0,0,User,17983.66
C498618435,6050837.54,0.0,13.0,1,Mule,465449.0415384615
C151804423,2069518.87,0.0,13.0,1,Mule,159193.75923076924
C822476275,10862313.06,0.0,14.0,1,Mule,775879.5042857144
C708822842,0.0,103307.13,1.0,0,User,103307.13
C1880789333,0.0,398157.05,1.0,1,Mule,398157.05
C1736852384,0.0,31369.41,1.0,0,User,31369.41
C138555999,0.0,65659.52,1.0,0,User,65659.52
C1952262958,0.0,27554.7,1.0,0,User,27554.7
C440804167,0.0,508442.24,1.0,0,User,508442.24
C2123405197,0.0,316242.51,1.0,0,User,316242.51
C1886374958,0.0,128857.12,1.0,0,User,128857.12
C863266454,0.0,62644.23,1.0,0,User,62644.23
C1224311741,0.0,658349.98,1.0,0,User,658349.98
C75600344,0.0,89928.25,1.0,0,User,89928.25
C5128186,0.0,377096.39,1.0,1,Mule,377096.39
C1781399424,0.0,274345.89,1.0,0,User,274345.89
C1271309145,0.0,77878.46,1.0,0,User,77878.46
C451348478,0.0,8013.81,1.0,0,User,8013.81
C440599856,14975719.54,0.0,5.0,1,Mule,2995143.908
C406310314,0.0,212837.17,1.0,0,User,212837.17
C1856398520,0.0,207261.07,1.0,1,Mule,207261.07
C1533281477,138048.52,0.0,1.0,1,Mule,138048.52
C1161839671,0.0,2254235.28,1.0,0,User,2254235.28
C874866527,0.0,242678.33,1.0,1,Mule,242678.33
C216058028,2667474.65,0.0,6.0,1,Mule,444579.10833333334
C1883108634,0.0,80506.99,1.0,0,User,80506.99
C1632161843,0.0,87778.17,1.0,0,User,87778.17
C1582075515,0.0,97896.53,1.0,0,User,97896.53
C127509847,7045504.52,0.0,27.0,1,Mule,260944.61185185183
C5842077985,466997.52962890227,451567.69992507476,3.0,1,Mule,306188.4098513257
C282412954,537539.57,0.0,1.0,1,Mule,537539.57
C874454231,0.0,194724.43,1.0,0,User,194724.43
C55938050,0.0,910141.59,1.0,0,User,910141.59
C425934297,3123235.37,0.0,15.0,1,Mule,208215.69133333335
C1059234708,0.0,182055.96,1.0,0,User,182055.96
C2100152368,0.0,614145.31,1.0,1,Mule,614145.31
C480723035,0.0,36802.56,1.0,0,User,36802.56
C404858498,0.0,148766.61,1.0,0,User,148766.61
C237856426,0.0,18217.12,1.0,0,User,18217.12
C1266527782,0.0,146965.87,1.0,0,User,146965.87
C2033230511,0.0,346051.87,1.0,0,User,346051.87
C481113074,0.0,393369.99,1.0,0,User,393369.99
C1097536726,531711.53,0.0,2.0,1,Mule,265855.765
C415699959,6743471.58,0.0,13.0,1,Mule,518728.5830769231
C806027662,0.0,768463.32,1.0,0,User,768463.32
C1249403148,0.0,430809.56,1.0,0,User,430809.56
C528999952,0.0,203828.49,1.0,0,User,203828.49
C1492651843,0.0,555251.81,1.0,0,User,555251.81
