step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
21,CASH_OUT,178379.04,C800113228,0.0,0.0,C149696600,1142514.06,1320893.11,0,0
21,TRANSFER,746444.9,C220367563,0.0,0.0,C559485820,2307840.55,5122403.81,0,0
21,CASH_IN,9946.97,C389742213,30564.0,40510.97,C542787796,256834.14,246887.17,0,0
21,CASH_OUT,73628.83,C1260127099,50316.0,0.0,C1382326459,1561002.07,1405608.78,0,0
21,CASH_OUT,98776.7,C1861964533,19592.0,0.0,C2041291172,0.0,98776.7,0,0
21,TRANSFER,107057.76,C939538651,179810.61,72752.85,C1193568854,1702240.68,1809298.44,0,0
21,TRANSFER,316767.1,C1309273725,2844.0,0.0,C1762082057,142215.02,458982.12,0,0
21,CASH_OUT,41528.7,C536668370,0.0,0.0,C677701060,1877821.37,1821994.54,0,0
21,DEBIT,5993.62,C1352455515,106611.0,100617.38,C746009679,189125.31,195118.92,0,0
21,TRANSFER,1143617.6,C1831525007,0.0,0.0,C1499489682,4838577.59,5982195.19,0,0
21,CASH_OUT,282234.74,C239644094,0.0,0.0,C183491570,7508519.56,7790754.3,0,0
21,CASH_OUT,176978.48,C378356987,19018.0,0.0,C524532968,222398.99,399377.47,0,0
21,CASH_OUT,100573.36,C416209240,0.0,0.0,C1036969884,1254465.58,1355038.94,0,0
21,CASH_OUT,248752.06,C475323604,0.0,0.0,C1563604269,610745.63,859497.69,0,0
21,CASH_OUT,214387.5,C176000016,0.0,0.0,C1460010933,220436.7,434824.2,0,0
21,DEBIT,12341.49,C124506723,11913.0,0.0,C1655359478,1800935.67,1813277.16,0,0
21,TRANSFER,257544.7,C898115953,10816.0,0.0,C378841819,0.0,257544.7,0,0
21,CASH_IN,105939.0,C1153893409,1819928.22,1925867.22,C842496101,324173.63,218234.63,0,0
21,CASH_OUT,78760.4,C991274453,0.0,0.0,C1102443690,1304680.45,1383440.85,0,0
21,CASH_IN,166388.38,C315147974,22855.0,189243.38,C253226648,253401.42,87013.04,0,0
21,CASH_IN,135096.61,C413476854,1622357.22,1757453.83,C782792546,294529.39,159432.78,0,0
21,CASH_OUT,72964.34,C441730897,30118.04,0.0,C1048196142,173972.16,246936.5,0,0
21,CASH_IN,237785.16,C2062521486,1039476.48,1277261.64,C1743229382,1408799.86,1171014.7,0,0
21,TRANSFER,76917.86,C1195384494,0.0,0.0,C631110333,194451.87,271369.74,0,0
21,CASH_OUT,77656.96,C1370401413,0.0,0.0,C1234389458,192221.51,269878.48,0,0
21,CASH_IN,75121.06,C2007839192,4821337.64,4896458.7,C1933153294,5307640.41,5232519.34,0,0
21,TRANSFER,1004451.4,C1196985859,11653.0,0.0,C1519708858,1131.0,1005582.4,0,0
21,TRANSFER,1507235.75,C434207793,0.0,0.0,C2005939725,1877416.18,3384651.94,0,0
21,CASH_IN,104842.38,C313400213,23545541.33,23650383.71,C338861738,4126489.12,4344447.28,0,0
21,CASH_IN,247442.11,C1236925185,2843595.7,3091037.8,C1314676285,3491891.47,3357994.24,0,0
21,CASH_OUT,281859.37,C1148406985,671.0,0.0,C63948986,151353.04,433212.41,0,0
21,CASH_IN,118489.11,C1767607830,2946721.45,3065210.56,C579837876,1857383.47,2756709.03,0,0
21,CASH_OUT,165766.4,C1622019689,22421.0,0.0,C372032326,659980.54,825746.93,0,0
21,CASH_IN,55269.29,C2109965054,460151.13,515420.42,C1820811459,486388.35,431119.06,0,0
21,CASH_OUT,59441.33,C149519868,491932.65,432491.32,C1171953426,1385215.39,1444656.72,0,0
21,CASH_OUT,141578.58,C98488649,97962.0,0.0,C1308026520,739280.56,880859.14,0,0
21,CASH_OUT,68676.21,C1933323195,0.0,0.0,C895376277,2205488.65,2735715.71,0,0
21,TRANSFER,368951.2596751731,C6835103504,442741.5116102077,73790.25193503463,C4990357087,100.0,369051.2596751731,1,0
21,CASH_IN,24821.99,C1498418015,1091490.95,1116312.95,C1877540885,159865.89,135043.89,0,0
21,TRANSFER,785323.0,C1204079316,785323.0,0.0,C637091706,0.0,0.0,1,0
21,CASH_OUT,176481.95,C1343292429,39240.33,0.0,C79685693,3586031.33,3886486.89,0,0
21,CASH_OUT,785323.0,C1794798581,785323.0,0.0,C801984124,803839.25,1720783.92,1,0
21,CASH_OUT,158299.34,C179332971,158299.34,0.0,C631110333,36152.54,271369.74,1,0
21,CASH_OUT,228365.33,C1304067688,214789.0,0.0,C1589547066,9553704.78,9782070.11,0,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1,0
21,CASH_OUT,85016.73,C1985629077,0.0,0.0,C373339841,1578820.81,1399402.64,0,0
21,CASH_IN,229022.12,C2126875207,4063122.47,4292144.59,C1382326459,1634630.89,1405608.78,0,0
21,CASH_IN,88343.54,C2011100753,1621777.38,1710120.93,C36794671,138670.29,50326.75,0,0
21,CASH_OUT,164100.83,C1912629511,0.0,0.0,C1379589736,741353.78,905454.61,0,0
21,CASH_OUT,25168.98,C1071831951,0.0,0.0,C972765878,692470.8,717639.78,0,0
21,CASH_IN,18339.91,C2009469525,10033.0,28372.91,C1619036760,7418.92,0.0,0,0
21,TRANSFER,158299.34,C278180302,158299.34,0.0,C1551346623,0.0,0.0,1,0
21,TRANSFER,258959.1,C948961538,399260.0,140300.9,C791486868,257603.35,516562.45,0,0
21,CASH_OUT,173080.68,C1008529388,0.0,0.0,C1624455220,1247380.42,1420461.1,0,0
21,CASH_OUT,159571.04,C205030972,32578.0,0.0,C1407010141,7216368.71,7409024.09,0,0
21,CASH_OUT,240623.17,C192689069,0.0,0.0,C2010733400,318012.55,558635.72,0,0
21,CASH_OUT,149778.03,C26292989,0.0,0.0,C1414013313,1630090.16,1814840.38,0,0
21,CASH_OUT,21486.8,C867783090,183016.0,161529.2,C645628840,0.0,21486.8,0,0
21,CASH_OUT,133577.5,C1608826322,0.0,0.0,C977281429,1726003.86,1726211.2,0,0
21,CASH_IN,395177.95,C583936297,11013.0,406190.95,C265146137,947317.11,552139.16,0,0
21,TRANSFER,72046.5,C1049413497,94276.8,22230.3,C386798101,141811.19,365459.77,0,0
21,CASH_IN,244248.2,C7930703,46327.0,290575.2,C1750307657,19698.0,0.0,0,0
21,CASH_OUT,26281.62,C64377737,0.0,0.0,C45672156,379011.92,405293.53,0,0
21,CASH_OUT,74325.6,C256826466,0.0,0.0,C1181708889,7162345.5,7236671.1,0,0
21,CASH_OUT,18118.53,C705103444,0.0,0.0,C256019432,126284.51,144403.04,0,0
21,CASH_OUT,156313.86,C490956105,97761.19,0.0,C331175512,1110845.26,1267159.12,0,0
21,DEBIT,11692.05,C497264357,5790.0,0.0,C610460069,71540.0,2652169.09,0,0
21,CASH_OUT,153730.55,C2092426906,0.0,0.0,C1011054162,3073090.45,3226820.99,0,0
21,CASH_IN,32066.03,C309309478,3270407.46,3302473.5,C697783649,3138203.92,3106137.89,0,0
21,CASH_IN,51025.4,C1206629643,348702.0,399727.4,C965571904,218084.73,167059.32,0,0
21,DEBIT,14452.98,C667179627,416.0,0.0,C1314676285,3477438.49,3357994.24,0,0
21,CASH_IN,284541.63,C433902394,1643550.06,1928091.69,C671135114,923893.42,639351.79,0,0
21,CASH_IN,65879.11,C478447960,4364878.41,4430757.53,C839403720,2167630.96,2101751.85,0,0
21,TRANSFER,822071.66,C1714157346,0.0,0.0,C1935735129,3018330.24,3840401.9,0,0
21,CASH_IN,10747.19,C676882585,2705214.07,2715961.27,C1625988105,2838222.28,2827475.08,0,0
21,TRANSFER,2028818.68,C1310753731,0.0,0.0,C124540047,7483972.31,9788695.55,0,0
21,CASH_IN,362765.44,C1529864317,5539646.57,5902412.01,C373339841,1663837.54,1399402.64,0,0
21,CASH_IN,186726.66,C1273860970,20362.0,207088.66,C670347095,0.0,0.0,0,0
21,CASH_IN,148564.37,C437220905,10772.0,159336.37,C1106863643,26072.77,0.0,0,0
21,CASH_IN,190872.16,C846507553,2611678.77,2802550.93,C2146670328,1200249.18,992944.03,0,0
21,CASH_IN,101561.03,C730332093,1956389.83,2057950.86,C382431057,3316811.16,2924205.48,0,0
21,CASH_OUT,249844.34,C2104040252,140477.0,0.0,C242619213,229494.52,479338.86,0,0
21,CASH_OUT,111961.2,C1527085247,0.0,0.0,C929286459,2168414.11,2280375.32,0,0
21,CASH_OUT,148608.02,C1445468684,0.0,0.0,C504693752,191895.82,340503.84,0,0
21,CASH_OUT,25853.8,C1139580698,0.0,0.0,C967218202,3424397.52,4486178.91,0,0
21,CASH_IN,57473.94,C607156231,711262.78,768736.72,C760883565,443499.57,386025.63,0,0
21,CASH_IN,177513.21,C1391197852,235073.22,412586.43,C1350764838,651150.53,473637.31,0,0
21,CASH_OUT,160075.74,C452614794,2575.0,0.0,C1162648274,0.0,160075.74,0,0
21,CASH_IN,201873.23,C1482409946,1712861.64,1914734.87,C1712237759,1019336.75,817463.52,0,0
21,CASH_OUT,143842.63,C1182675233,11998.07,0.0,C1976548930,370011.13,527191.05,0,0
21,CASH_IN,16472.51,C600792976,7055992.11,7072464.62,C33412994,491108.69,359327.82,0,0
21,CASH_IN,28222.36,C1306407847,72103.0,100325.36,C1941798570,6709784.68,6681562.32,0,0
21,CASH_IN,350873.96,C30676662,3846004.92,4196878.88,C945327594,1183244.59,832370.63,0,0
21,CASH_OUT,232364.75,C380113633,0.0,0.0,C443990229,281729.6,514094.35,0,0
21,CASH_IN,176746.62,C1799998508,20919.0,197665.62,C475334317,307806.99,131060.38,0,0
22,TRANSFER,3730.97,C1971680824,1179.0,0.0,C2044636303,4806343.57,4810074.53,0,0
22,TRANSFER,80787.76,C191180144,32699.0,0.0,C1532877354,0.0,80787.76,0,0
22,CASH_IN,133370.16,C1589378238,2298360.58,2431730.75,C977281429,1859581.36,1726211.2,0,0
22,CASH_IN,193467.17,C2047294159,1840887.01,2034354.18,C433336667,989982.99,796515.81,0,0
22,CASH_OUT,170264.13,C1936730536,0.0,0.0,C1777553960,1134250.4,1304514.52,0,0
22,CASH_IN,267162.73,C1737817304,1213948.98,1481111.72,C816242963,396307.45,129144.72,0,0
22,CASH_OUT,461550.84,C1226434664,0.0,0.0,C895376277,2274164.87,2735715.71,0,0
22,TRANSFER,509787.74,C1409760831,70719.0,0.0,C943084296,860699.34,1370487.08,0,0
22,CASH_IN,13641.01,C1648350400,2064812.99,2078454.01,C50368712,397742.95,384101.93,0,0
22,CASH_OUT,400060.77,C1043611512,0.0,0.0,C574444599,634710.62,1034771.38,0,0
22,CASH_OUT,16168.71,C286350939,0.0,0.0,C1502942700,395253.61,411422.32,0,0
22,DEBIT,9699.59,C707775606,83550.0,73850.41,C598780092,114984.91,124684.51,0,0
22,CASH_OUT,106896.92,C1278686680,1956.0,0.0,C1689170857,238149.43,345046.35,0,0
22,CASH_OUT,131621.67,C1833281705,444498.0,312876.33,C801984124,1589162.25,1720783.92,0,0
22,CASH_IN,229132.03,C1304407036,4702447.17,4931579.21,C661765724,257301.05,28169.02,0,0
22,CASH_OUT,101859.37,C1571905597,21130.0,0.0,C337759992,0.0,101859.37,0,0
22,CASH_OUT,155463.39,C1231433475,11116.0,0.0,C764672612,0.0,155463.39,0,0
22,TRANSFER,2068118.36,C1472367087,2068118.36,0.0,C52390890,0.0,0.0,1,0
22,CASH_OUT,61378.9,C1052234259,51657.0,0.0,C704744337,0.0,61378.9,0,0
22,CASH_IN,49073.72,C1322691554,4951279.54,5000353.25,C922511709,4873712.74,4824639.02,0,0
22,CASH_OUT,77773.14,C598573300,77773.14,0.0,C2060664104,1853403.61,1931176.75,1,0
22,TRANSFER,239646.72,C1977304181,239646.72,0.0,C1053513851,0.0,0.0,1,0
22,CASH_OUT,239646.72,C663158205,239646.72,0.0,C1104558647,2208970.26,2448616.98,1,0
22,CASH_IN,422993.68,C1693902048,0.0,422993.68,C382431057,3347199.16,2924205.48,0,0
22,CASH_OUT,118018.45,C1526206090,0.0,0.0,C277510102,2363697.0,2481715.45,0,0
22,CASH_OUT,174135.45,C1159100101,101108.0,0.0,C1454031203,5448984.34,5623119.79,0,0
22,CASH_IN,70759.51,C275602772,5029.0,75788.51,C1238137303,0.0,0.0,0,0
22,CASH_IN,151282.92,C1835896837,2754528.32,2905811.24,C322369737,1686626.04,1535343.13,0,0
22,TRANSFER,77773.14,C834571675,77773.14,0.0,C312865842,0.0,0.0,1,0
22,TRANSFER,891660.61,C1836415154,0.0,0.0,C1325541393,1820131.03,2711791.64,0,0
22,CASH_OUT,173693.03,C1862255560,0.0,0.0,C1649766027,195742.05,369435.08,0,0
22,CASH_OUT,7807.59,C1722984957,1016.0,0.0,C920627879,0.0,7807.59,0,0
22,CASH_IN,239700.25,C1526133535,48463.0,288163.25,C1013511446,7419292.63,8662337.06,0,0
22,CASH_IN,225787.0,C2111088123,1090150.84,1315937.84,C1032986144,313442.83,87655.83,0,0
22,CASH_OUT,131949.04,C1822546250,41777.0,0.0,C382431057,3215250.12,2924205.48,0,0
22,TRANSFER,1335725.49,C1572715457,0.0,0.0,C492841836,4135210.13,5470935.62,0,0
22,CASH_OUT,41463.62,C1303571043,0.0,0.0,C1044001290,515571.34,557034.96,0,0
22,CASH_IN,127772.22,C1015285791,11596736.4,11724508.62,C1460548505,2057200.23,2018999.47,0,0
22,TRANSFER,258785.02,C688782792,110036.01,0.0,C387251817,5170198.87,5273309.99,0,0
22,TRANSFER,482017.26,C1848385319,0.0,0.0,C2040690699,598229.08,1080246.34,0,0
22,CASH_IN,45183.26,C1528504980,15205608.39,15250791.65,C740111360,191489.13,146305.87,0,0
22,CASH_OUT,1258956.71,C673988903,1258956.71,0.0,C833477645,4736010.72,5994967.43,1,0
22,TRANSFER,1258956.71,C1209224134,1258956.71,0.0,C314012937,0.0,0.0,1,0
22,CASH_OUT,109628.05,C184033429,0.0,0.0,C129318396,911251.46,1020879.5,0,0
22,CASH_OUT,124333.73,C1310107098,0.0,0.0,C1332693814,1251022.39,1375356.12,0,0
22,TRANSFER,1035927.59,C1912019482,0.0,0.0,C967218202,3450251.32,4486178.91,0,0
22,CASH_IN,74669.9,C1197413221,440.0,75109.9,C165832169,0.0,0.0,0,0
22,TRANSFER,346704.55,C1332180070,346704.55,0.0,C2027621451,0.0,0.0,1,0
22,CASH_OUT,346704.55,C54851371,346704.55,0.0,C943084296,513994.79,860699.34,1,0
22,TRANSFER,461509.86,C1765744035,461509.86,0.0,C788887602,0.0,0.0,1,0
22,CASH_OUT,461509.86,C2141057802,461509.86,0.0,C802885021,302583.81,764093.67,1,0
22,TRANSFER,37100.29,C362085592,37100.29,0.0,C1652057111,0.0,0.0,1,0
22,CASH_OUT,37100.29,C142707413,37100.29,0.0,C63948986,433212.41,470312.7,1,0
22,TRANSFER,235512.2,C480136801,235512.2,0.0,C160106315,0.0,0.0,1,0
22,CASH_OUT,235512.2,C1956707614,235512.2,0.0,C1481851679,8490637.21,9272647.09,1,0
22,CASH_OUT,2068118.36,C1672125863,2068118.36,0.0,C559485820,3054285.45,5122403.81,1,0
22,TRANSFER,74804.24,C1239771149,74804.24,0.0,C1699565892,0.0,0.0,1,0
22,CASH_OUT,74804.24,C1683055902,74804.24,0.0,C313857348,0.0,74804.24,1,0
22,TRANSFER,489767.32,C869780206,489767.32,0.0,C926230389,0.0,0.0,1,0
22,CASH_OUT,489767.32,C480109552,489767.32,0.0,C720599914,0.0,489767.32,1,0
22,TRANSFER,379878.0,C336424141,379878.0,0.0,C404961694,0.0,0.0,1,0
22,CASH_OUT,379878.0,C1495269307,379878.0,0.0,C475345362,1301414.19,1681292.19,1,0
22,CASH_OUT,89571.46,C1022920965,4505.6,0.0,C1460548505,1929428.01,2018999.47,1,0
22,CASH_OUT,309163.88,C755009212,0.0,0.0,C2094777811,13742296.94,14051460.83,0,0
22,CASH_IN,101901.54,C1907754796,7715859.68,7817761.22,C791106926,308505.18,206603.64,0,0
22,TRANSFER,10820.87,C905412398,0.0,0.0,C1959131299,1222162.03,1232982.89,0,0
22,CASH_IN,83695.68,C876619016,19907.0,103602.68,C1941960795,230556.18,146860.5,0,0
22,CASH_OUT,303491.43,C1933417044,0.0,0.0,C1136419747,3877488.6,4180980.04,0,0
22,CASH_IN,84327.07,C1284657600,131.0,84458.07,C1138806458,0.0,0.0,0,0
22,TRANSFER,1107231.78,C64804259,0.0,0.0,C449261773,9006306.84,10113538.61,0,0
22,CASH_OUT,128088.44,C1447877558,0.0,0.0,C574552283,625318.52,753406.96,0,0
22,TRANSFER,147266.33,C1560989196,0.0,0.0,C773898763,6390676.93,6537943.26,0,0
22,TRANSFER,114748.56,C2147403918,75931.0,0.0,C1460010933,434824.2,549572.76,0,0
22,CASH_OUT,532948.23,C1094458310,0.0,0.0,C439525493,707453.74,1240401.97,0,0
22,CASH_IN,322205.86,C905373755,6640746.39,6962952.26,C1522743169,395176.76,72970.9,0,0
22,CASH_IN,25460.73,C462335511,1606244.5,1631705.23,C1526507740,147790.02,122329.29,0,0
22,CASH_OUT,502523.29,C549791820,0.0,0.0,C1653022223,695141.52,1197664.81,0,0
22,CASH_OUT,546497.68,C1669225949,0.0,0.0,C1481851679,8726149.41,9272647.09,0,0
22,TRANSFER,1217923.9,C472125241,0.0,0.0,C1872196255,5570409.39,6788333.28,0,0
22,CASH_IN,120313.5,C2133976396,478.0,120791.5,C677701060,1942308.04,1821994.54,0,0
22,TRANSFER,769617.47,C425555271,0.0,0.0,C522173599,2718959.5,3488576.96,0,0
22,CASH_OUT,252846.02,C261127374,257576.0,4729.98,C460735540,1257518.96,1510364.98,0,0
22,CASH_OUT,122914.81,C939676867,5300.35,0.0,C449261773,8883392.03,10113538.61,0,0
22,CASH_OUT,299105.72,C1509730670,82676.0,0.0,C1073000277,0.0,299105.72,0,0
22,TRANSFER,348414.3743581159,C7113864687,418097.24922973907,69682.87487162318,C1486831279,100.0,348514.3743581159,1,0
22,CASH_OUT,24980.32,C1699222552,228553.0,203572.68,C33412994,334347.49,359327.82,0,0
22,CASH_IN,38843.36,C1239132895,12459851.74,12498695.11,C334259414,346241.55,307398.18,0,0
22,CASH_OUT,53550.31,C346362037,0.0,0.0,C1662761228,6334848.56,6388398.87,0,0
22,CASH_OUT,229874.77,C980900430,0.0,0.0,C1708248220,1504757.39,1734632.16,0,0
22,CASH_OUT,56418.97,C1869436618,49694.0,0.0,C870722399,461963.38,518382.35,0,0
22,TRANSFER,33084.35,C1180368737,0.0,0.0,C1407010141,7375939.74,7409024.09,0,0
22,TRANSFER,357962.8097312773,C4990357087,429555.37167753273,71592.56194625546,C4522022265,100.0,358062.8097312773,1,0
22,CASH_OUT,275585.29,C480254904,107473.65,0.0,C1868096235,721601.8,997187.09,0,0
22,TRANSFER,1017814.67,C963792017,0.0,0.0,C579837876,1738894.36,2756709.03,0,0
22,CASH_OUT,73088.04,C360794314,0.0,0.0,C1824914593,104786.35,177874.39,0,0
22,TRANSFER,695141.52,C600642840,207124.0,0.0,C1653022223,0.0,695141.52,0,0
22,TRANSFER,42862.9,C753136718,0.0,0.0,C664770316,100844.55,143707.45,0,0
22,CASH_OUT,48545.33,C310653470,221748.0,173202.67,C165922010,46735.2,95280.53,0,0
22,CASH_OUT,13616.3,C1175966434,0.0,0.0,C2059078386,2301755.83,2315372.13,0,0
22,CASH_OUT,169006.48,C1932814000,4740.32,0.0,C1948838736,213857.47,382863.95,0,0
22,TRANSFER,794494.16,C1958340487,0.0,0.0,C1180486169,2029093.59,2823587.75,0,0
22,CASH_OUT,134594.75,C1808007265,106420.0,0.0,C901438460,1162230.4,1437919.22,0,0
22,TRANSFER,1482744.68,C399937466,0.0,0.0,C1013511446,7179592.38,8662337.06,0,0
22,CASH_OUT,421574.47,C1901073771,5663.08,0.0,C1332693814,829447.92,1375356.12,0,0
22,CASH_IN,169659.9,C1067561187,81720.0,251379.9,C842642744,137092.05,0.0,0,0
22,TRANSFER,82987.8025664544,C8083308696,99585.36307974528,16597.56051329088,C1038215318,100.0,83087.8025664544,1,0
22,CASH_IN,189053.8,C1149817060,15735808.35,15924862.16,C803116137,32474743.8,32285689.99,0,0
22,CASH_IN,142445.49,C2116751828,4365758.37,4508203.86,C1060563153,7564352.41,7421906.92,0,0
22,CASH_IN,13872.25,C287161380,3295698.95,3309571.2,C1102443690,1383440.85,1369568.6,0,0
22,CASH_IN,68098.53,C520962444,27077889.37,27145987.9,C410437994,1388680.45,1320581.92,0,0
22,TRANSFER,89775.45,C2116158493,148949.72,59174.26,C845870432,0.0,89775.45,0,0
22,CASH_IN,81407.4,C1254716091,23945.0,105352.4,C12793273,9806221.27,9724813.87,0,0
23,CASH_IN,188729.06,C508581633,3925840.14,4114569.21,C427998326,199009.67,10280.61,0,0
23,TRANSFER,1282693.9,C1515188432,0.0,0.0,C1036969884,1355038.94,2637732.84,0,0
23,DEBIT,3819.74,C84171140,336.0,0.0,C2049392320,238467.51,242287.25,0,0
23,CASH_OUT,277381.96,C726873975,0.0,0.0,C567213165,2180110.08,2457492.03,0,0
23,CASH_OUT,340826.0377073024,C1486831279,408991.2452487629,68165.20754146049,C9294516131,100.0,340926.0377073024,1,0
23,TRANSFER,498439.88,C302627825,0.0,0.0,C373339841,1399402.64,1897842.52,0,0
23,TRANSFER,178433.91,C431629033,51473.0,0.0,C528690672,0.0,178433.91,0,0
23,CASH_OUT,180385.63,C746595052,0.0,0.0,C487776685,1637751.61,1818137.24,0,0
23,CASH_OUT,141209.76,C517564176,0.0,0.0,C721356209,1728866.79,1870076.54,0,0
23,CASH_OUT,9749.45,C893249621,0.0,0.0,C1022926752,227498.69,237248.13,0,0
23,CASH_OUT,141094.07,C1562065606,33777.0,0.0,C901438460,1296825.15,1437919.22,0,0
23,CASH_OUT,129405.67,C782042763,90818.0,0.0,C2079728909,0.0,129405.67,0,0
23,CASH_OUT,329590.84,C1680850147,0.0,0.0,C571514738,1392431.83,1722022.67,0,0
23,CASH_OUT,80364.53,C91185693,19811.0,0.0,C159277723,0.0,80364.53,0,0
23,PAYMENT,739.0,C4522022265,10000.0,9261.0,C322617928,20000.0,20739.0,0,0
23,TRANSFER,130820.84,C2001095745,260705.0,129884.16,C2009346140,386870.34,517691.18,0,0
23,CASH_OUT,67300.95,C1519374628,14199.11,0.0,C149021692,73615.03,140915.98,0,0
23,CASH_IN,64838.74,C256886065,2185404.73,2250243.47,C1006104964,173281.96,108443.22,0,0
23,CASH_OUT,101758.02,C1843317238,198.0,0.0,C967218202,4486178.91,4587936.93,0,0
23,TRANSFER,313350.6,C1713913712,0.0,0.0,C431687661,1031421.05,1344771.64,0,0
23,CASH_OUT,536892.78,C1417140817,0.0,0.0,C1499489682,5982195.19,6356247.85,0,0
23,CASH_IN,57151.4,C48982262,1225204.97,1282356.38,C784710502,1168454.23,1111302.83,0,0
23,CASH_OUT,110009.02,C1634162039,99879.57,0.0,C171730324,331833.88,441842.9,0,0
23,TRANSFER,146127.1,C1866778945,146127.1,0.0,C225469649,0.0,0.0,1,0
23,CASH_OUT,146127.1,C785373587,146127.1,0.0,C1824914593,177874.39,324001.49,1,0
23,CASH_OUT,155644.47,C1545684774,0.0,0.0,C839403720,2101751.85,2257396.32,0,0
23,CASH_OUT,11457.77,C528546080,0.0,0.0,C1661119285,326649.49,338107.25,0,0
23,CASH_OUT,255562.02,C1721089839,842171.0,586608.98,C1637975724,0.0,255562.02,0,0
23,CASH_IN,144538.17,C2035630962,21475.0,166013.17,C1018094825,0.0,0.0,0,0
23,TRANSFER,352701.66651439096,C4522022265,423241.99981726916,70540.33330287819,C2825324891,100.0,352801.66651439096,1,0
23,CASH_OUT,122849.16,C1130080725,0.0,0.0,C664038638,2662471.69,2785320.85,0,0
23,CASH_OUT,36471.88,C303050888,0.0,0.0,C350073748,1111964.13,1148436.01,0,0
23,TRANSFER,1247580.34,C1360098109,0.0,0.0,C1666314150,1399868.28,2647448.62,0,0
23,CASH_IN,71060.24,C1593408978,5322336.62,5393396.86,C1881567873,1256745.15,1185684.91,0,0
23,CASH_OUT,162453.87,C2105395985,0.0,0.0,C1689170857,345046.35,507500.22,0,0
23,CASH_IN,645314.96,C1191127940,1213751.83,1859066.8,C801984124,1720783.92,1075468.95,0,0
23,CASH_IN,58454.01,C127414575,8281178.95,8339632.96,C1777553960,1304514.52,1246060.52,0,0
23,CASH_IN,276639.18,C1579719336,6256152.55,6532791.73,C737412944,2408382.27,2131743.09,0,0
23,CASH_IN,21356.93,C1245828434,176.0,21532.93,C1743229382,1171014.7,1149657.77,0,0
24,TRANSFER,437703.37,C1799130146,21543.89,0.0,C766040403,1107958.17,1545661.54,0,0
24,TRANSFER,233582.32,C1176961986,0.0,0.0,C1948838736,382863.95,616446.27,0,0
24,CASH_OUT,21910.57,C61907800,64654.52,42743.95,C1589547066,9782070.11,9803980.68,0,0
24,CASH_IN,182721.13,C214632651,2229816.14,2412537.26,C750661006,468718.54,285997.41,0,0
24,TRANSFER,1349439.61,C1283084638,0.0,0.0,C1839671644,3635835.57,4985275.17,0,0
24,CASH_OUT,321963.44,C1481221137,0.0,0.0,C824421402,3088309.45,3410272.89,0,0
24,CASH_OUT,81686.00350059402,C1038215318,98023.20420071282,16337.200700118803,C5633670937,100.0,81786.00350059402,1,0
24,CASH_IN,157420.74,C1190690291,10823.0,168243.74,C989926584,3326058.43,3124583.49,0,0
24,TRANSFER,291305.98,C71665357,291305.98,0.0,C1607901570,0.0,0.0,1,0
24,CASH_OUT,61183.19,C174939362,0.0,0.0,C1469248112,194402.04,255585.23,0,0
24,CASH_OUT,291305.98,C1962370851,291305.98,0.0,C1560190757,954554.82,1247963.68,1,0
24,DEBIT,4126.8,C1682963503,3063.0,0.0,C387251817,5273309.99,5277436.79,0,0
24,TRANSFER,986876.27,C1702714599,986876.27,0.0,C83459379,0.0,0.0,1,0
24,CASH_OUT,986876.27,C1896884992,986876.27,0.0,C309078889,57853.96,1044730.24,1,0
24,CASH_OUT,66287.83,C365459708,0.0,0.0,C1481851679,9272647.09,9338934.92,0,0
24,CASH_IN,408579.83,C1228235086,751215.99,1159795.82,C522173599,3488576.96,3079997.14,0,0
24,TRANSFER,4592.8,C480710919,30811.0,26218.2,C2138456206,49871.76,54464.57,0,0
24,TRANSFER,6844.73,C997222163,6844.73,0.0,C761549792,0.0,0.0,1,0
24,TRANSFER,703773.72,C516284402,0.0,0.0,C154319946,3584594.42,4288368.14,0,0
24,CASH_OUT,6844.73,C2006451816,6844.73,0.0,C1380348902,264100.7,270945.42,1,0
24,CASH_OUT,33647.11,C791077279,0.0,0.0,C274241270,188679.3,222326.41,0,0
24,CASH_OUT,259178.14,C1587015204,0.0,0.0,C1234389458,269878.48,529056.62,0,0
25,TRANSFER,781953.11,C763225876,781953.11,0.0,C1927695058,0.0,0.0,1,0
25,PAYMENT,505.0,C2825324891,10000.0,9495.0,C347970069,20000.0,20505.0,0,0
25,TRANSFER,1436276.18,C1861369598,0.0,0.0,C311901651,2462991.73,3899267.9,0,0
25,CASH_OUT,8383.17,C644686763,8383.17,0.0,C980380973,6577262.64,6585645.81,1,0
25,TRANSFER,342952.9364355665,C2825324891,411543.5237226798,68590.5872871133,C7117378791,100.0,343052.9364355665,1,0
25,CASH_OUT,1698263.69,C902520408,1698263.69,0.0,C1047966944,0.0,1698263.69,1,0
25,TRANSFER,802382.45,C127098115,802382.45,0.0,C1570699013,0.0,0.0,1,0
25,DEBIT,2435.38,C85517100,19375.0,16939.62,C1806203979,243153.24,245588.62,0,0
25,TRANSFER,18126.95,C556483673,18126.95,0.0,C946378506,0.0,0.0,1,0
25,TRANSFER,249159.26,C862942009,249159.26,0.0,C1488413166,0.0,0.0,1,0
25,TRANSFER,1698263.69,C1865185181,1698263.69,0.0,C388097316,0.0,0.0,1,0
